galaxy,r_kpc,v_obs_kms,mass_msun,rd_kpc
UGC02023,1.51,28.00,2942504.186054409,3.0
UGC02023,2.27,37.60,2942504.186054409,3.0
UGC02023,3.03,47.90,2942504.186054409,3.0
UGC02023,3.78,58.80,2942504.186054409,3.0
UGC02259,1.02,56.10,3189007.708308489,3.0
UGC02259,2.04,71.10,3189007.708308489,3.0
UGC02259,3.05,80.70,3189007.708308489,3.0
UGC02259,4.07,82.80,3189007.708308489,3.0
UGC02259,5.09,83.70,3189007.708308489,3.0
UGC02259,6.11,86.00,3189007.708308489,3.0
UGC02259,7.13,88.30,3189007.708308489,3.0
UGC02259,8.14,90.00,3189007.708308489,3.0
UGC02455,0.50,16.90,26452712.997044004,3.0
UGC02455,1.00,23.90,26452712.997044004,3.0
UGC02455,1.51,28.20,26452712.997044004,3.0
UGC02455,2.01,33.00,26452712.997044004,3.0
UGC02455,2.52,39.10,26452712.997044004,3.0
UGC02455,3.02,43.80,26452712.997044004,3.0
UGC02455,3.52,53.10,26452712.997044004,3.0
UGC02455,4.03,61.00,26452712.997044004,3.0
UGC02487,9.93,377.00,855411161.3430864,3.0
UGC02487,10.05,377.00,855411161.3430864,3.0
UGC02487,10.35,378.00,855411161.3430864,3.0
UGC02487,15.07,367.00,855411161.3430864,3.0
UGC02487,20.09,364.00,855411161.3430864,3.0
UGC02487,25.12,375.00,855411161.3430864,3.0
UGC02487,30.14,383.00,855411161.3430864,3.0
UGC02487,35.17,378.00,855411161.3430864,3.0
UGC02487,40.19,364.00,855411161.3430864,3.0
UGC02487,45.21,349.00,855411161.3430864,3.0
UGC02487,50.24,338.00,855411161.3430864,3.0
UGC02487,55.26,332.00,855411161.3430864,3.0
UGC02487,60.28,330.00,855411161.3430864,3.0
UGC02487,65.31,329.00,855411161.3430864,3.0
UGC02487,70.33,330.00,855411161.3430864,3.0
UGC02487,75.35,332.00,855411161.3430864,3.0
UGC02487,80.38,333.00,855411161.3430864,3.0
UGC02885,1.70,305.00,1133941064.208914,3.0
UGC02885,3.41,257.00,1133941064.208914,3.0
UGC02885,6.82,256.00,1133941064.208914,3.0
UGC02885,13.67,271.00,1133941064.208914,3.0
UGC02885,19.49,282.00,1133941064.208914,3.0
UGC02885,23.36,287.00,1133941064.208914,3.0
UGC02885,27.24,283.00,1133941064.208914,3.0
UGC02885,31.22,280.00,1133941064.208914,3.0
UGC02885,35.10,280.00,1133941064.208914,3.0
UGC02885,38.97,281.00,1133941064.208914,3.0
UGC02885,42.85,282.00,1133941064.208914,3.0
UGC02885,46.73,287.00,1133941064.208914,3.0
UGC02885,50.71,292.00,1133941064.208914,3.0
UGC02885,54.58,298.00,1133941064.208914,3.0
UGC02885,58.46,298.00,1133941064.208914,3.0
UGC02885,62.34,298.00,1133941064.208914,3.0
UGC02885,66.21,298.00,1133941064.208914,3.0
UGC02885,70.19,298.00,1133941064.208914,3.0
UGC02885,74.07,298.00,1133941064.208914,3.0
UGC02916,0.37,183.00,414225245.38209033,3.0
UGC02916,0.74,196.00,414225245.38209033,3.0
UGC02916,1.11,205.00,414225245.38209033,3.0
UGC02916,1.48,211.00,414225245.38209033,3.0
UGC02916,1.84,214.00,414225245.38209033,3.0
UGC02916,2.21,214.00,414225245.38209033,3.0
UGC02916,2.60,213.00,414225245.38209033,3.0
UGC02916,2.96,211.00,414225245.38209033,3.0
UGC02916,3.17,210.00,414225245.38209033,3.0
UGC02916,3.33,209.00,414225245.38209033,3.0
UGC02916,3.70,207.00,414225245.38209033,3.0
UGC02916,4.07,206.00,414225245.38209033,3.0
UGC02916,4.44,205.00,414225245.38209033,3.0
UGC02916,4.81,205.00,414225245.38209033,3.0
UGC02916,5.18,206.00,414225245.38209033,3.0
UGC02916,5.55,207.00,414225245.38209033,3.0
UGC02916,5.92,208.00,414225245.38209033,3.0
UGC02916,6.28,210.00,414225245.38209033,3.0
UGC02916,6.34,210.00,414225245.38209033,3.0
UGC02916,6.65,212.00,414225245.38209033,3.0
UGC02916,7.03,214.00,414225245.38209033,3.0
UGC02916,7.39,215.00,414225245.38209033,3.0
UGC02916,7.77,216.00,414225245.38209033,3.0
UGC02916,8.14,217.00,414225245.38209033,3.0
UGC02916,8.51,218.00,414225245.38209033,3.0
UGC02916,8.88,218.00,414225245.38209033,3.0
UGC02916,9.25,218.00,414225245.38209033,3.0
UGC02916,9.52,218.00,414225245.38209033,3.0
UGC02916,9.62,218.00,414225245.38209033,3.0
UGC02916,9.99,217.00,414225245.38209033,3.0
UGC02916,10.40,217.00,414225245.38209033,3.0
UGC02916,10.71,216.00,414225245.38209033,3.0
UGC02916,11.12,215.00,414225245.38209033,3.0
UGC02916,12.67,212.00,414225245.38209033,3.0
UGC02916,12.98,211.00,414225245.38209033,3.0
UGC02916,15.86,209.00,414225245.38209033,3.0
UGC02916,19.05,215.00,414225245.38209033,3.0
UGC02916,22.14,215.00,414225245.38209033,3.0
UGC02916,25.34,210.00,414225245.38209033,3.0
UGC02916,28.53,196.00,414225245.38209033,3.0
UGC02916,31.72,185.00,414225245.38209033,3.0
UGC02916,34.91,182.00,414225245.38209033,3.0
UGC02916,38.00,181.00,414225245.38209033,3.0
UGC02953,0.09,231.00,365210327.3454337,3.0
UGC02953,0.17,231.00,365210327.3454337,3.0
UGC02953,0.26,231.00,365210327.3454337,3.0
UGC02953,0.34,231.00,365210327.3454337,3.0
UGC02953,0.43,232.00,365210327.3454337,3.0
UGC02953,0.51,232.00,365210327.3454337,3.0
UGC02953,0.60,232.00,365210327.3454337,3.0
UGC02953,0.69,232.00,365210327.3454337,3.0
UGC02953,0.77,233.00,365210327.3454337,3.0
UGC02953,0.86,233.00,365210327.3454337,3.0
UGC02953,0.95,234.00,365210327.3454337,3.0
UGC02953,1.03,235.00,365210327.3454337,3.0
UGC02953,1.11,235.00,365210327.3454337,3.0
UGC02953,1.20,236.00,365210327.3454337,3.0
UGC02953,1.29,237.00,365210327.3454337,3.0
UGC02953,1.38,238.00,365210327.3454337,3.0
UGC02953,1.46,238.00,365210327.3454337,3.0
UGC02953,1.55,239.00,365210327.3454337,3.0
UGC02953,1.63,240.00,365210327.3454337,3.0
UGC02953,1.72,241.00,365210327.3454337,3.0
UGC02953,1.80,242.00,365210327.3454337,3.0
UGC02953,1.89,243.00,365210327.3454337,3.0
UGC02953,1.98,244.00,365210327.3454337,3.0
UGC02953,2.07,246.00,365210327.3454337,3.0
UGC02953,2.15,247.00,365210327.3454337,3.0
UGC02953,2.23,248.00,365210327.3454337,3.0
UGC02953,2.32,249.00,365210327.3454337,3.0
UGC02953,2.40,251.00,365210327.3454337,3.0
UGC02953,2.49,252.00,365210327.3454337,3.0
UGC02953,2.58,253.00,365210327.3454337,3.0
UGC02953,2.67,254.00,365210327.3454337,3.0
UGC02953,2.75,256.00,365210327.3454337,3.0
UGC02953,2.83,257.00,365210327.3454337,3.0
UGC02953,2.92,259.00,365210327.3454337,3.0
UGC02953,3.00,260.00,365210327.3454337,3.0
UGC02953,3.09,262.00,365210327.3454337,3.0
UGC02953,3.18,263.00,365210327.3454337,3.0
UGC02953,3.27,264.00,365210327.3454337,3.0
UGC02953,3.35,266.00,365210327.3454337,3.0
UGC02953,3.43,267.00,365210327.3454337,3.0
UGC02953,4.21,280.00,365210327.3454337,3.0
UGC02953,4.29,282.00,365210327.3454337,3.0
UGC02953,4.38,283.00,365210327.3454337,3.0
UGC02953,4.47,285.00,365210327.3454337,3.0
UGC02953,4.80,290.00,365210327.3454337,3.0
UGC02953,5.25,296.00,365210327.3454337,3.0
UGC02953,5.32,298.00,365210327.3454337,3.0
UGC02953,5.41,299.00,365210327.3454337,3.0
UGC02953,5.50,300.00,365210327.3454337,3.0
UGC02953,5.58,301.00,365210327.3454337,3.0
UGC02953,5.67,302.00,365210327.3454337,3.0
UGC02953,5.76,303.00,365210327.3454337,3.0
UGC02953,6.00,306.00,365210327.3454337,3.0
UGC02953,6.18,307.00,365210327.3454337,3.0
UGC02953,6.27,308.00,365210327.3454337,3.0
UGC02953,6.36,309.00,365210327.3454337,3.0
UGC02953,6.45,310.00,365210327.3454337,3.0
UGC02953,6.53,310.00,365210327.3454337,3.0
UGC02953,6.61,311.00,365210327.3454337,3.0
UGC02953,6.70,312.00,365210327.3454337,3.0
UGC02953,6.79,312.00,365210327.3454337,3.0
UGC02953,6.87,313.00,365210327.3454337,3.0
UGC02953,6.96,313.00,365210327.3454337,3.0
UGC02953,7.05,314.00,365210327.3454337,3.0
UGC02953,7.20,315.00,365210327.3454337,3.0
UGC02953,7.39,316.00,365210327.3454337,3.0
UGC02953,7.47,316.00,365210327.3454337,3.0
UGC02953,7.99,318.00,365210327.3454337,3.0
UGC02953,8.08,318.00,365210327.3454337,3.0
UGC02953,8.16,318.00,365210327.3454337,3.0
UGC02953,8.25,319.00,365210327.3454337,3.0
UGC02953,8.34,319.00,365210327.3454337,3.0
UGC02953,8.40,319.00,365210327.3454337,3.0
UGC02953,9.59,319.00,365210327.3454337,3.0
UGC02953,10.80,317.00,365210327.3454337,3.0
UGC02953,12.02,312.00,365210327.3454337,3.0
UGC02953,13.22,308.00,365210327.3454337,3.0
UGC02953,14.42,303.00,365210327.3454337,3.0
UGC02953,15.63,298.00,365210327.3454337,3.0
UGC02953,16.83,296.00,365210327.3454337,3.0
UGC02953,18.03,294.00,365210327.3454337,3.0
UGC02953,19.23,294.00,365210327.3454337,3.0
UGC02953,20.43,294.00,365210327.3454337,3.0
UGC02953,21.64,292.00,365210327.3454337,3.0
UGC02953,22.84,290.00,365210327.3454337,3.0
UGC02953,24.04,287.00,365210327.3454337,3.0
UGC02953,25.24,283.00,365210327.3454337,3.0
UGC02953,26.44,279.00,365210327.3454337,3.0
UGC02953,27.65,276.00,365210327.3454337,3.0
UGC02953,28.85,273.00,365210327.3454337,3.0
UGC02953,30.05,271.00,365210327.3454337,3.0
UGC02953,31.25,270.00,365210327.3454337,3.0
UGC02953,32.34,268.00,365210327.3454337,3.0
UGC02953,33.55,267.00,365210327.3454337,3.0
UGC02953,34.75,266.00,365210327.3454337,3.0
UGC02953,35.95,265.00,365210327.3454337,3.0
UGC02953,37.15,264.00,365210327.3454337,3.0
UGC02953,38.35,264.00,365210327.3454337,3.0
UGC02953,39.56,264.00,365210327.3454337,3.0
UGC02953,40.76,264.00,365210327.3454337,3.0
UGC02953,41.96,264.00,365210327.3454337,3.0
UGC02953,43.16,264.00,365210327.3454337,3.0
UGC02953,44.36,262.00,365210327.3454337,3.0
UGC02953,45.57,260.00,365210327.3454337,3.0
UGC02953,46.77,258.00,365210327.3454337,3.0
UGC02953,47.97,257.00,365210327.3454337,3.0
UGC02953,49.17,258.00,365210327.3454337,3.0
UGC02953,50.37,260.00,365210327.3454337,3.0
UGC02953,51.58,263.00,365210327.3454337,3.0
UGC02953,52.78,265.00,365210327.3454337,3.0
UGC02953,53.98,266.00,365210327.3454337,3.0
UGC02953,55.18,266.00,365210327.3454337,3.0
UGC02953,57.59,262.00,365210327.3454337,3.0
UGC02953,59.99,263.00,365210327.3454337,3.0
UGC02953,62.39,272.00,365210327.3454337,3.0
UGC03205,0.28,107.00,208565055.78209856,3.0
UGC03205,0.55,121.00,208565055.78209856,3.0
UGC03205,0.83,134.00,208565055.78209856,3.0
UGC03205,1.39,157.00,208565055.78209856,3.0
UGC03205,1.65,168.00,208565055.78209856,3.0
UGC03205,3.04,207.00,208565055.78209856,3.0
UGC03205,3.32,213.00,208565055.78209856,3.0
UGC03205,3.59,218.00,208565055.78209856,3.0
UGC03205,3.87,222.00,208565055.78209856,3.0
UGC03205,4.15,226.00,208565055.78209856,3.0
UGC03205,4.43,229.00,208565055.78209856,3.0
UGC03205,4.70,232.00,208565055.78209856,3.0
UGC03205,4.97,234.00,208565055.78209856,3.0
UGC03205,5.25,235.00,208565055.78209856,3.0
UGC03205,5.52,236.00,208565055.78209856,3.0
UGC03205,5.80,237.00,208565055.78209856,3.0
UGC03205,6.08,237.00,208565055.78209856,3.0
UGC03205,6.36,237.00,208565055.78209856,3.0
UGC03205,6.63,236.00,208565055.78209856,3.0
UGC03205,6.91,236.00,208565055.78209856,3.0
UGC03205,7.19,235.00,208565055.78209856,3.0
UGC03205,7.27,234.00,208565055.78209856,3.0
UGC03205,7.46,234.00,208565055.78209856,3.0
UGC03205,8.02,231.00,208565055.78209856,3.0
UGC03205,8.29,229.00,208565055.78209856,3.0
UGC03205,8.56,228.00,208565055.78209856,3.0
UGC03205,8.84,226.00,208565055.78209856,3.0
UGC03205,9.12,224.00,208565055.78209856,3.0
UGC03205,9.69,221.00,208565055.78209856,3.0
UGC03205,12.11,216.00,208565055.78209856,3.0
UGC03205,14.58,220.00,208565055.78209856,3.0
UGC03205,14.68,220.00,208565055.78209856,3.0
UGC03205,15.20,221.00,208565055.78209856,3.0
UGC03205,15.50,221.00,208565055.78209856,3.0
UGC03205,15.71,221.00,208565055.78209856,3.0
UGC03205,16.02,221.00,208565055.78209856,3.0
UGC03205,16.32,221.00,208565055.78209856,3.0
UGC03205,16.53,221.00,208565055.78209856,3.0
UGC03205,16.84,221.00,208565055.78209856,3.0
UGC03205,16.94,221.00,208565055.78209856,3.0
UGC03205,19.40,218.00,208565055.78209856,3.0
UGC03205,21.77,216.00,208565055.78209856,3.0
UGC03205,24.23,215.00,208565055.78209856,3.0
UGC03205,26.69,212.00,208565055.78209856,3.0
UGC03205,29.06,208.00,208565055.78209856,3.0
UGC03205,31.52,209.00,208565055.78209856,3.0
UGC03205,36.34,220.00,208565055.78209856,3.0
UGC03205,40.04,220.00,208565055.78209856,3.0
UGC03546,0.63,262.00,260308621.3436227,3.0
UGC03546,0.79,250.00,260308621.3436227,3.0
UGC03546,0.95,241.00,260308621.3436227,3.0
UGC03546,1.11,234.00,260308621.3436227,3.0
UGC03546,1.27,228.00,260308621.3436227,3.0
UGC03546,1.43,225.00,260308621.3436227,3.0
UGC03546,1.59,222.00,260308621.3436227,3.0
UGC03546,1.90,221.00,260308621.3436227,3.0
UGC03546,2.06,221.00,260308621.3436227,3.0
UGC03546,2.22,222.00,260308621.3436227,3.0
UGC03546,2.38,222.00,260308621.3436227,3.0
UGC03546,2.79,221.00,260308621.3436227,3.0
UGC03546,2.86,221.00,260308621.3436227,3.0
UGC03546,3.02,220.00,260308621.3436227,3.0
UGC03546,4.17,205.00,260308621.3436227,3.0
UGC03546,5.56,190.00,260308621.3436227,3.0
UGC03546,6.96,190.00,260308621.3436227,3.0
UGC03546,8.35,198.00,260308621.3436227,3.0
UGC03546,9.73,204.00,260308621.3436227,3.0
UGC03546,11.14,204.00,260308621.3436227,3.0
UGC03546,12.51,201.00,260308621.3436227,3.0
UGC03546,13.88,203.00,260308621.3436227,3.0
UGC03546,15.35,202.00,260308621.3436227,3.0
UGC03546,16.72,198.00,260308621.3436227,3.0
UGC03546,18.08,195.00,260308621.3436227,3.0
UGC03546,19.45,194.00,260308621.3436227,3.0
UGC03546,20.92,192.00,260308621.3436227,3.0
UGC03546,22.92,190.00,260308621.3436227,3.0
UGC03546,25.02,191.00,260308621.3436227,3.0
UGC03546,29.23,193.00,260308621.3436227,3.0
UGC03580,0.11,56.20,11412031.19763204,3.0
UGC03580,0.23,64.60,11412031.19763204,3.0
UGC03580,0.34,70.20,11412031.19763204,3.0
UGC03580,0.46,71.60,11412031.19763204,3.0
UGC03580,0.57,71.00,11412031.19763204,3.0
UGC03580,0.69,69.00,11412031.19763204,3.0
UGC03580,0.80,67.70,11412031.19763204,3.0
UGC03580,0.92,66.90,11412031.19763204,3.0
UGC03580,1.03,66.60,11412031.19763204,3.0
UGC03580,1.14,66.80,11412031.19763204,3.0
UGC03580,1.26,67.40,11412031.19763204,3.0
UGC03580,1.37,68.30,11412031.19763204,3.0
UGC03580,1.49,69.60,11412031.19763204,3.0
UGC03580,1.61,71.20,11412031.19763204,3.0
UGC03580,1.71,72.90,11412031.19763204,3.0
UGC03580,1.83,74.90,11412031.19763204,3.0
UGC03580,1.94,77.00,11412031.19763204,3.0
UGC03580,2.06,79.20,11412031.19763204,3.0
UGC03580,2.18,81.40,11412031.19763204,3.0
UGC03580,2.29,83.60,11412031.19763204,3.0
UGC03580,2.40,85.70,11412031.19763204,3.0
UGC03580,2.52,87.80,11412031.19763204,3.0
UGC03580,2.63,89.70,11412031.19763204,3.0
UGC03580,2.75,91.40,11412031.19763204,3.0
UGC03580,2.86,92.80,11412031.19763204,3.0
UGC03580,2.98,94.10,11412031.19763204,3.0
UGC03580,3.09,95.20,11412031.19763204,3.0
UGC03580,3.20,96.10,11412031.19763204,3.0
UGC03580,4.52,97.40,11412031.19763204,3.0
UGC03580,4.69,96.90,11412031.19763204,3.0
UGC03580,6.03,96.80,11412031.19763204,3.0
UGC03580,7.53,105.00,11412031.19763204,3.0
UGC03580,8.58,110.00,11412031.19763204,3.0
UGC03580,8.70,110.00,11412031.19763204,3.0
UGC03580,8.82,110.00,11412031.19763204,3.0
UGC03580,9.03,111.00,11412031.19763204,3.0
UGC03580,9.05,111.00,11412031.19763204,3.0
UGC03580,10.53,112.00,11412031.19763204,3.0
UGC03580,12.07,112.00,11412031.19763204,3.0
UGC03580,13.58,114.00,11412031.19763204,3.0
UGC03580,15.09,118.00,11412031.19763204,3.0
UGC03580,16.60,122.00,11412031.19763204,3.0
UGC03580,18.11,125.00,11412031.19763204,3.0
UGC03580,19.62,128.00,11412031.19763204,3.0
UGC03580,21.02,131.00,11412031.19763204,3.0
UGC03580,24.04,127.00,11412031.19763204,3.0
UGC03580,27.06,124.00,11412031.19763204,3.0
UGC04278,0.14,5.23,7024673.168100001,3.0
UGC04278,0.42,15.40,7024673.168100001,3.0
UGC04278,0.69,24.40,7024673.168100001,3.0
UGC04278,0.97,32.10,7024673.168100001,3.0
UGC04278,1.25,34.60,7024673.168100001,3.0
UGC04278,1.52,37.90,7024673.168100001,3.0
UGC04278,1.80,40.50,7024673.168100001,3.0
UGC04278,2.07,43.00,7024673.168100001,3.0
UGC04278,2.35,45.10,7024673.168100001,3.0
UGC04278,2.63,45.60,7024673.168100001,3.0
UGC04278,2.91,49.20,7024673.168100001,3.0
UGC04278,3.19,50.30,7024673.168100001,3.0
UGC04278,3.46,53.70,7024673.168100001,3.0
UGC04278,3.74,58.00,7024673.168100001,3.0
UGC04278,4.01,64.40,7024673.168100001,3.0
UGC04278,4.29,67.50,7024673.168100001,3.0
UGC04278,4.57,71.30,7024673.168100001,3.0
UGC04278,4.85,75.60,7024673.168100001,3.0
UGC04278,5.13,80.00,7024673.168100001,3.0
UGC04278,5.40,82.80,7024673.168100001,3.0
UGC04278,5.68,84.80,7024673.168100001,3.0
UGC04278,5.86,86.30,7024673.168100001,3.0
UGC04278,6.36,90.20,7024673.168100001,3.0
UGC04278,6.51,91.30,7024673.168100001,3.0
UGC04278,6.69,92.80,7024673.168100001,3.0
UGC04305,0.25,3.17,2141920.0609,3.0
UGC04305,0.50,10.50,2141920.0609,3.0
UGC04305,0.75,17.50,2141920.0609,3.0
UGC04305,1.00,22.70,2141920.0609,3.0
UGC04305,1.26,29.70,2141920.0609,3.0
UGC04305,1.50,34.50,2141920.0609,3.0
UGC04305,1.76,36.00,2141920.0609,3.0
UGC04305,2.01,37.30,2141920.0609,3.0
UGC04305,2.26,35.60,2141920.0609,3.0
UGC04305,2.51,34.90,2141920.0609,3.0
UGC04305,2.76,32.70,2141920.0609,3.0
UGC04305,3.01,32.80,2141920.0609,3.0
UGC04305,3.27,33.20,2141920.0609,3.0
UGC04305,3.51,32.10,2141920.0609,3.0
UGC04305,3.76,30.10,2141920.0609,3.0
UGC04305,4.02,32.30,2141920.0609,3.0
UGC04305,4.26,33.60,2141920.0609,3.0
UGC04305,4.52,35.10,2141920.0609,3.0
UGC04305,4.77,35.30,2141920.0609,3.0
UGC04305,5.02,35.20,2141920.0609,3.0
UGC04305,5.27,34.60,2141920.0609,3.0
UGC04305,5.52,33.00,2141920.0609,3.0
UGC04325,0.70,41.30,8544416.563355561,3.0
UGC04325,1.40,68.70,8544416.563355561,3.0
UGC04325,2.09,83.80,8544416.563355561,3.0
UGC04325,2.79,88.70,8544416.563355561,3.0
UGC04325,3.49,90.10,8544416.563355561,3.0
UGC04325,4.19,91.60,8544416.563355561,3.0
UGC04325,4.89,92.70,8544416.563355561,3.0
UGC04325,5.59,91.50,8544416.563355561,3.0
UGC04483,0.08,5.11,41983.190404,3.0
UGC04483,0.24,10.80,41983.190404,3.0
UGC04483,0.40,17.30,41983.190404,3.0
UGC04483,0.57,20.80,41983.190404,3.0
UGC04483,0.73,20.80,41983.190404,3.0
UGC04483,0.89,22.90,41983.190404,3.0
UGC04483,1.05,24.30,41983.190404,3.0
UGC04483,1.21,24.20,41983.190404,3.0
UGC04499,0.91,26.00,4575180.68267584,3.0
UGC04499,1.82,45.10,4575180.68267584,3.0
UGC04499,2.73,57.00,4575180.68267584,3.0
UGC04499,3.63,62.00,4575180.68267584,3.0
UGC04499,4.55,66.90,4575180.68267584,3.0
UGC04499,5.45,70.60,4575180.68267584,3.0
UGC04499,6.37,72.80,4575180.68267584,3.0
UGC04499,7.28,73.30,4575180.68267584,3.0
UGC04499,8.18,74.30,4575180.68267584,3.0
UGC05005,0.78,14.50,4792740.252595841,3.0
UGC05005,2.34,32.60,4792740.252595841,3.0
UGC05005,3.91,48.60,4792740.252595841,3.0
UGC05005,5.47,58.10,4792740.252595841,3.0
UGC05005,7.04,65.90,4792740.252595841,3.0
UGC05005,8.60,72.50,4792740.252595841,3.0
UGC05005,10.17,78.60,4792740.252595841,3.0
UGC05005,17.97,97.10,4792740.252595841,3.0
UGC05005,21.07,99.40,4792740.252595841,3.0
UGC05005,22.72,100.00,4792740.252595841,3.0
UGC05005,28.61,99.10,4792740.252595841,3.0
UGC05253,0.13,232.00,284009452.6563999,3.0
UGC05253,0.25,233.00,284009452.6563999,3.0
UGC05253,0.38,234.00,284009452.6563999,3.0
UGC05253,0.51,235.00,284009452.6563999,3.0
UGC05253,0.63,236.00,284009452.6563999,3.0
UGC05253,0.76,237.00,284009452.6563999,3.0
UGC05253,0.89,238.00,284009452.6563999,3.0
UGC05253,1.01,239.00,284009452.6563999,3.0
UGC05253,1.14,240.00,284009452.6563999,3.0
UGC05253,1.27,240.00,284009452.6563999,3.0
UGC05253,1.39,241.00,284009452.6563999,3.0
UGC05253,1.52,242.00,284009452.6563999,3.0
UGC05253,1.65,242.00,284009452.6563999,3.0
UGC05253,1.77,243.00,284009452.6563999,3.0
UGC05253,1.90,244.00,284009452.6563999,3.0
UGC05253,2.03,244.00,284009452.6563999,3.0
UGC05253,2.16,244.00,284009452.6563999,3.0
UGC05253,2.28,245.00,284009452.6563999,3.0
UGC05253,2.41,245.00,284009452.6563999,3.0
UGC05253,2.54,246.00,284009452.6563999,3.0
UGC05253,2.66,246.00,284009452.6563999,3.0
UGC05253,2.79,246.00,284009452.6563999,3.0
UGC05253,2.92,247.00,284009452.6563999,3.0
UGC05253,3.04,247.00,284009452.6563999,3.0
UGC05253,3.17,247.00,284009452.6563999,3.0
UGC05253,3.30,247.00,284009452.6563999,3.0
UGC05253,3.42,247.00,284009452.6563999,3.0
UGC05253,3.55,248.00,284009452.6563999,3.0
UGC05253,3.68,248.00,284009452.6563999,3.0
UGC05253,3.80,248.00,284009452.6563999,3.0
UGC05253,3.93,248.00,284009452.6563999,3.0
UGC05253,4.06,248.00,284009452.6563999,3.0
UGC05253,4.18,248.00,284009452.6563999,3.0
UGC05253,4.31,248.00,284009452.6563999,3.0
UGC05253,4.44,248.00,284009452.6563999,3.0
UGC05253,4.56,248.00,284009452.6563999,3.0
UGC05253,4.69,248.00,284009452.6563999,3.0
UGC05253,4.82,248.00,284009452.6563999,3.0
UGC05253,4.94,248.00,284009452.6563999,3.0
UGC05253,4.99,248.00,284009452.6563999,3.0
UGC05253,5.07,248.00,284009452.6563999,3.0
UGC05253,5.20,248.00,284009452.6563999,3.0
UGC05253,5.45,247.00,284009452.6563999,3.0
UGC05253,5.58,247.00,284009452.6563999,3.0
UGC05253,5.70,247.00,284009452.6563999,3.0
UGC05253,5.83,247.00,284009452.6563999,3.0
UGC05253,6.47,247.00,284009452.6563999,3.0
UGC05253,6.59,246.00,284009452.6563999,3.0
UGC05253,6.66,246.00,284009452.6563999,3.0
UGC05253,6.72,246.00,284009452.6563999,3.0
UGC05253,6.85,246.00,284009452.6563999,3.0
UGC05253,6.97,246.00,284009452.6563999,3.0
UGC05253,7.10,246.00,284009452.6563999,3.0
UGC05253,7.23,246.00,284009452.6563999,3.0
UGC05253,8.32,246.00,284009452.6563999,3.0
UGC05253,10.00,245.00,284009452.6563999,3.0
UGC05253,11.61,245.00,284009452.6563999,3.0
UGC05253,13.35,246.00,284009452.6563999,3.0
UGC05253,14.98,245.00,284009452.6563999,3.0
UGC05253,16.61,245.00,284009452.6563999,3.0
UGC05253,18.34,245.00,284009452.6563999,3.0
UGC05253,19.97,245.00,284009452.6563999,3.0
UGC05253,21.60,245.00,284009452.6563999,3.0
UGC05253,23.33,244.00,284009452.6563999,3.0
UGC05253,26.70,243.00,284009452.6563999,3.0
UGC05253,29.95,239.00,284009452.6563999,3.0
UGC05253,33.32,231.00,284009452.6563999,3.0
UGC05253,36.68,219.00,284009452.6563999,3.0
UGC05253,39.94,210.00,284009452.6563999,3.0
UGC05253,43.30,210.00,284009452.6563999,3.0
UGC05253,46.67,212.00,284009452.6563999,3.0
UGC05253,49.92,213.00,284009452.6563999,3.0
UGC05253,53.29,218.00,284009452.6563999,3.0
UGC05414,0.68,20.50,2967512.342079608,3.0
UGC05414,1.37,34.60,2967512.342079608,3.0
UGC05414,2.05,46.00,2967512.342079608,3.0
UGC05414,2.74,51.80,2967512.342079608,3.0
UGC05414,3.42,56.80,2967512.342079608,3.0
UGC05414,4.11,61.40,2967512.342079608,3.0
UGC05716,1.03,39.15,975489.85602721,3.0
UGC05716,2.07,49.15,975489.85602721,3.0
UGC05716,3.09,55.05,975489.85602721,3.0
UGC05716,4.13,59.35,975489.85602721,3.0
UGC05716,5.16,63.85,975489.85602721,3.0
UGC05716,6.20,68.20,975489.85602721,3.0
UGC05716,7.23,71.70,975489.85602721,3.0
UGC05716,8.26,73.50,975489.85602721,3.0
UGC05716,9.28,73.15,975489.85602721,3.0
UGC05716,10.34,72.50,975489.85602721,3.0
UGC05716,11.40,73.00,975489.85602721,3.0
UGC05716,12.37,74.70,975489.85602721,3.0
UGC05721,0.09,16.50,900165.65142436,3.0
UGC05721,0.27,38.50,900165.65142436,3.0
UGC05721,0.45,47.40,900165.65142436,3.0
UGC05721,0.63,55.50,900165.65142436,3.0
UGC05721,0.81,56.40,900165.65142436,3.0
UGC05721,0.99,59.80,900165.65142436,3.0
UGC05721,1.17,67.80,900165.65142436,3.0
UGC05721,1.35,76.40,900165.65142436,3.0
UGC05721,1.53,81.20,900165.65142436,3.0
UGC05721,1.71,82.20,900165.65142436,3.0
UGC05721,1.89,82.60,900165.65142436,3.0
UGC05721,2.07,82.30,900165.65142436,3.0
UGC05721,2.25,82.10,900165.65142436,3.0
UGC05721,2.67,81.40,900165.65142436,3.0
UGC05721,3.15,79.30,900165.65142436,3.0
UGC05721,3.61,78.50,900165.65142436,3.0
UGC05721,4.04,78.20,900165.65142436,3.0
UGC05721,4.49,78.10,900165.65142436,3.0
UGC05721,4.93,78.20,900165.65142436,3.0
UGC05721,5.38,78.30,900165.65142436,3.0
UGC05721,5.86,78.60,900165.65142436,3.0
UGC05721,6.28,78.90,900165.65142436,3.0
UGC05721,6.74,79.50,900165.65142436,3.0
UGC05750,0.31,3.10,4291009.504215039,3.0
UGC05750,1.47,15.70,4291009.504215039,3.0
UGC05750,2.52,28.00,4291009.504215039,3.0
UGC05750,3.35,36.00,4291009.504215039,3.0
